PHONE_NUMBER,ACTIVATION_DATE,DEACTIVATION_DATE
696,1999-10-09,1999-10-25
702,1999-11-24,1999-12-12
764,1996-02-21,1996-03-05
367,1999-10-04,1999-11-02
981,2000-02-12,2000-02-27
760,1995-10-31,1995-11-10
910,1998-11-07,1998-11-15
804,1999-06-14,1999-06-29
557,1997-10-23,1997-11-20
916,1999-01-05,1999-01-07
834,1997-03-03,1997-03-12
568,1999-06-12,1999-07-01
903,1999-10-15,1999-10-30
12,1997-01-07,1997-02-04
173,1997-02-18,1997-03-17
273,1998-01-11,1998-01-16
182,1998-11-25,1998-12-22
998,1998-10-31,1998-11-13
685,1997-06-01,1997-06-28
626,1997-05-09,1997-05-31
207,1998-04-01,1998-04-27
9,1996-12-25,1997-01-08
891,1996-09-27,1996-09-28
384,1999-03-27,1999-04-26
742,1999-05-03,1999-05-12
372,1997-07-15,1997-08-06
449,1998-12-04,1999-01-01
538,1998-08-06,1998-09-05
171,1999-05-23,1999-06-21
519,1998-03-15,1998-03-23
430,1996-09-13,1996-10-06
782,2000-01-04,2000-01-08
591,1995-11-08,1995-11-10
569,2000-02-18,2000-02-25
99,1997-12-01,1997-12-02
273,1998-10-27,1998-11-09
382,1997-07-23,1997-08-12
618,1999-04-08,1999-05-08
785,1997-07-27,1997-08-05
456,2000-06-15,2000-07-01
17,1997-12-14,1998-01-03
438,1999-01-10,1999-01-13
257,1997-10-31,1997-11-03
310,1996-09-16,1996-09-20
135,1999-01-05,1999-01-18
42,1999-02-20,1999-03-22
48,1997-05-14,1997-06-02
968,1998-10-29,1998-11-01
218,1999-09-10,1999-09-18
811,1998-12-08,1999-01-07
52,1997-09-29,1997-10-24
513,1996-12-10,1997-01-09
240,1999-05-17,1999-06-08
994,1996-04-04,1996-04-05
858,1996-02-23,1996-03-09
545,1995-10-17,1995-11-02
778,1997-01-25,1997-02-21
17,1999-09-27,1999-10-14
344,1997-10-12,1997-10-29
837,1997-03-10,1997-03-16
19,1996-03-21,1996-03-22
626,1996-07-30,1996-08-05
701,1998-05-29,1998-06-19
950,1999-06-30,1999-07-01
329,1999-10-15,1999-10-23
696,1999-10-25,1999-11-19
700,1995-07-14,1995-07-18
315,1996-04-23,1996-04-28
168,2000-08-10,2000-09-06
994,1996-09-09,1996-10-07
289,1999-06-17,1999-07-13
706,1997-08-19,1997-09-09
697,1998-07-06,1998-07-17
50,1997-12-19,1997-12-30
585,1996-04-23,1996-05-22
658,1998-04-15,1998-04-28
873,1998-08-26,1998-09-03
386,1997-08-08,1997-09-02
302,1998-09-10,1998-09-24
979,1997-05-13,1997-06-08
695,1996-03-23,1996-04-08
662,1999-06-17,1999-07-16
190,1998-05-10,1998-06-09
918,1996-08-03,1996-09-02
78,1997-12-16,1997-12-20
894,1999-03-05,1999-03-10
185,1997-08-30,1997-09-25
188,1997-11-09,1997-11-15
949,1996-04-21,1996-05-14
242,2000-04-03,2000-04-05
686,1997-07-18,1997-07-20
175,1997-07-16,1997-08-01
604,1996-07-27,1996-08-13
638,1995-07-15,1995-08-05
219,1999-02-18,1999-02-22
635,1997-03-02,1997-03-23
485,1996-08-09,1996-09-02
301,1998-01-02,1998-01-21
39,2000-06-05,2000-06-24
990,1996-06-29,1996-06-30
674,1999-08-01,1999-08-13
184,1996-09-03,1996-09-18
480,1998-01-14,1998-01-28
83,1997-11-07,1997-12-07
321,1998-06-23,1998-07-22
953,1998-01-05,1998-01-09
7,1996-01-06,1996-01-29
303,1996-12-28,1997-01-12
775,1996-08-02,1996-08-11
484,2000-02-13,2000-02-26
988,1999-06-10,1999-06-19
293,1997-03-01,1997-03-07
987,1998-09-02,1998-09-03
861,1996-11-01,1996-11-16
58,1995-09-21,1995-10-17
903,1996-09-15,1996-10-10
924,1999-08-26,1999-09-18
433,2000-01-29,2017-12-28
241,2000-01-23,2000-01-24
14,1998-07-14,1998-07-31
56,1997-03-08,1997-04-02
862,1999-05-07,1999-06-03
333,1998-04-28,1998-05-05
382,1995-09-20,1995-10-16
370,1999-07-18,1999-08-02
142,1996-10-09,1996-10-20
567,1996-08-09,1996-08-15
68,1995-10-17,1995-11-07
956,2000-01-04,2000-01-15
885,1997-07-02,1997-07-24
273,1998-08-28,1998-09-15
512,1997-08-09,1997-09-06
510,1997-08-04,1997-08-12
517,1995-11-25,1995-12-24
675,1999-09-25,1999-09-26
765,1996-03-12,1996-03-18
9,1996-11-12,1996-11-14
540,1999-06-30,1999-07-07
945,2000-09-26,2017-12-28
707,1997-02-19,1997-02-27
608,1997-04-17,1997-04-24
931,1996-11-17,1996-12-16
339,1996-04-05,1996-04-29
897,2000-05-29,2000-06-26
521,2000-01-03,2000-01-27
258,1999-08-31,1999-09-05
278,1996-06-24,1996-06-25
429,1999-01-04,1999-01-17
293,1998-09-10,1998-10-01
90,1998-11-25,1998-12-11
970,1997-11-10,1997-12-05
615,1998-02-22,1998-03-16
227,1996-07-11,1996-07-22
208,1998-02-28,1998-03-12
325,1998-07-02,1998-07-11
858,1999-08-24,1999-08-27
808,1995-09-05,1995-09-10
687,1997-07-07,1997-07-16
601,1996-07-09,1996-07-19
8,1998-09-07,1998-09-13
963,2000-01-10,2000-01-24
725,2000-03-24,2000-04-08
595,1995-09-06,1995-10-05
940,1996-03-14,1996-04-09
920,1996-05-25,1996-06-09
253,1998-03-22,1998-04-06
12,1996-05-07,1996-05-13
402,1998-05-21,1998-06-06
595,1999-07-17,1999-08-10
33,1999-06-19,1999-07-05
295,1999-11-04,1999-11-05
167,1998-01-31,1998-02-08
129,1995-12-06,1996-01-05
328,1998-10-02,1998-10-30
154,1999-06-27,1999-07-16
930,1998-09-18,1998-10-14
263,1997-03-05,1997-03-09
203,1998-02-20,1998-02-24
990,1996-06-11,1996-06-21
452,1997-03-25,1997-04-02
101,1998-03-24,1998-04-14
962,2000-03-10,2000-03-30
76,1998-12-23,1999-01-15
613,1996-07-03,1996-07-12
67,1999-01-28,1999-02-25
129,1998-12-20,1999-01-16
859,1997-02-10,1997-02-19
882,1996-08-31,1996-09-28
23,2000-08-14,2000-09-09
36,1996-10-14,1996-10-20
362,1998-07-25,1998-08-17
470,1998-09-23,1998-09-30
428,1996-07-07,1996-08-02
763,1999-01-12,1999-01-31
157,1996-07-04,1996-07-31
641,2000-01-20,2000-01-27
336,1997-04-10,1997-04-18
648,1998-06-17,1998-06-28
252,1999-12-06,1999-12-14
428,1998-01-12,1998-02-08
65,1996-07-26,1996-07-28
864,1998-02-22,1998-03-14
943,1997-04-06,1997-05-02
333,1997-07-05,1997-08-02
649,1997-04-23,1997-05-08
288,1995-11-19,1995-12-13
942,1999-08-06,1999-08-25
239,1997-11-23,1997-12-08
986,1997-06-28,1997-07-07
285,2000-07-21,2000-07-27
765,1996-04-30,1996-05-04
871,1997-05-03,1997-05-19
33,1995-08-10,1995-08-18
41,2000-08-27,2000-09-23
390,1999-10-30,1999-11-12
212,1999-08-26,1999-09-21
751,1999-07-16,1999-07-17
722,2000-06-23,2000-07-14
508,2000-05-30,2000-06-08
287,1996-12-14,1996-12-30
896,1998-05-29,1998-06-03
696,1998-12-30,1999-01-28
667,1997-09-07,1997-09-16
648,1996-01-16,1996-02-01
346,1998-11-02,1998-11-15
593,1996-02-10,1996-03-02
471,1997-10-15,1997-11-02
239,1995-09-25,1995-10-19
819,1997-03-28,1997-04-04
415,1996-01-19,1996-02-01
7,1999-12-28,2000-01-20
940,1998-12-24,1999-01-07
242,1996-07-08,1996-07-13
560,1996-02-11,1996-03-11
525,1999-02-22,1999-03-19
806,1997-03-12,1997-04-01
958,1997-01-15,1997-01-27
954,1996-06-11,1996-07-02
877,1999-08-10,1999-08-24
105,2000-02-02,2000-02-03
452,1997-03-09,1997-03-25
695,2000-01-07,2000-01-31
901,1999-02-16,1999-02-20
566,2000-10-07,2000-10-29
394,1996-05-06,1996-05-07
906,1996-06-25,1996-07-19
144,1996-06-07,1996-07-01
405,1998-11-16,1998-11-19
444,1998-03-13,1998-03-28
636,1998-05-05,1998-05-21
578,1995-11-15,1995-11-28
887,1996-05-21,1996-05-30
587,1997-01-16,1997-01-19
724,1999-04-14,1999-04-17
305,1999-04-27,1999-05-01
599,2000-01-15,2000-01-28
969,1996-08-07,1996-08-19
190,1998-12-22,1999-01-03
610,1996-08-25,1996-09-14
623,1998-11-14,1998-11-30
80,1999-01-10,1999-02-02
492,1996-06-17,1996-07-11
939,1999-05-30,1999-06-28
372,1998-07-01,1998-07-20
820,1997-05-04,1997-05-18
112,1995-10-06,1995-10-22
14,1997-12-30,1998-01-02
922,1995-11-19,1995-11-23
828,1996-09-19,1996-09-27
439,1998-12-13,1999-01-03
606,1998-09-27,1998-10-17
950,1999-12-21,2000-01-07
712,1999-02-26,1999-03-28
242,1996-06-28,1996-07-08
78,1997-04-26,1997-05-20
516,1999-05-15,1999-05-17
260,1997-08-16,1997-08-19
206,1997-03-04,1997-03-26
403,1999-03-30,1999-04-10
800,1997-04-02,1997-05-02
142,1995-11-05,1995-11-24
469,1996-04-17,1996-05-09
885,1995-12-25,1996-01-02
375,1997-08-07,1997-08-27
309,1997-11-24,1997-12-11
949,1995-09-12,1995-10-01
725,1997-05-21,1997-05-30
341,1997-01-20,1997-02-08
514,1997-04-15,1997-05-06
573,1998-09-21,1998-09-28
795,1999-03-01,1999-03-29
29,1997-10-23,1997-11-11
752,1998-03-18,1998-04-11
743,1996-01-20,1996-01-26
740,1998-03-23,1998-04-11
972,1998-05-31,1998-06-19
801,1995-11-23,1995-12-19
745,1998-10-26,1998-10-27
243,1995-09-08,1995-09-09
38,1996-07-08,1996-08-04
748,1998-06-29,1998-07-18
657,1996-08-29,1996-09-04
140,1998-12-24,1999-01-21
177,1999-05-06,1999-05-28
167,1999-08-09,1999-08-21
379,1999-02-15,1999-02-24
561,1997-09-11,1997-10-11
255,1996-05-06,1996-05-10
707,1996-05-27,1996-05-30
675,1998-03-19,1998-04-01
129,2000-11-19,2017-12-28
4,1998-05-06,1998-05-18
458,2000-05-11,2000-05-12
421,1999-06-22,1999-06-23
846,1996-06-25,1996-07-10
342,1996-03-02,1996-03-30
209,1996-08-12,1996-08-26
706,1997-11-10,1997-12-02
761,1998-05-07,1998-05-30
672,2000-01-23,2000-02-17
595,1998-03-11,1998-03-29
192,1998-01-05,1998-01-19
997,1997-08-24,1997-09-06
249,1999-03-01,1999-03-15
760,1997-11-12,1997-11-29
143,1996-08-08,1996-08-25
856,1997-11-01,1997-11-25
923,1997-12-21,1997-12-22
917,1997-02-27,1997-03-23
170,1999-10-24,1999-10-29
814,1998-01-03,1998-01-12
524,1999-07-26,1999-08-16
603,1998-03-07,1998-03-28
910,1997-12-16,1998-01-05
454,1996-08-15,1996-08-26
214,1998-06-01,1998-06-25
573,1998-01-29,1998-02-02
34,1996-09-30,1996-10-28
875,1995-12-14,1995-12-15
762,1997-02-03,1997-02-27
254,1999-04-05,1999-05-05
242,1999-11-22,1999-11-27
573,1997-07-17,1997-07-20
586,1997-06-07,1997-06-20
382,1996-06-16,1996-07-12
598,1998-05-28,1998-05-31
412,1997-06-19,1997-07-05
506,1998-07-27,1998-08-04
367,1997-09-14,1997-09-15
975,2000-06-05,2017-12-30
179,1996-11-23,1996-12-10
747,1996-06-17,1996-06-20
496,1997-10-17,1997-10-22
539,1998-08-25,1998-08-27
490,1998-05-21,1998-05-31
421,1997-05-16,1997-06-11
195,1999-07-06,2017-12-28
955,1996-06-04,1996-06-30
832,1998-07-25,1998-08-04
428,1998-11-02,1998-11-23
971,1996-11-30,1996-12-15
612,1998-07-07,1998-07-16
232,1999-07-27,1999-08-09
468,1996-04-20,1996-04-30
807,2000-02-19,2000-03-12
550,1995-12-14,1996-01-12
116,2000-03-31,2000-04-09
788,1997-10-05,1997-10-31
470,1997-06-23,1997-07-15
228,1998-08-02,1998-08-24
905,1996-07-16,1996-08-04
35,1998-06-01,1998-06-27
721,1999-06-24,1999-07-16
460,1998-04-26,1998-04-30
491,1997-12-16,1997-12-24
556,1999-01-06,1999-01-23
247,1997-03-26,1997-03-28
960,1997-08-31,1997-09-02
801,1997-10-06,1997-10-21
11,1998-02-27,1998-03-06
839,2000-06-19,2000-06-22
51,1997-06-08,1997-06-20
866,1998-12-23,1999-01-16
809,1999-07-14,1999-07-21
163,1999-09-25,1999-10-18
195,1996-11-26,1996-12-21
391,1998-12-07,1999-01-04
748,1998-04-16,1998-04-29
385,1996-02-26,1996-03-02
557,1999-02-21,1999-03-10
791,1999-04-21,1999-05-06
169,1997-12-18,1997-12-30
455,2000-03-08,2000-03-12
369,1997-09-10,1997-09-27
131,1996-04-22,1996-05-10
531,1996-04-10,1996-04-24
913,1996-04-15,1996-04-17
849,1998-10-27,1998-11-01
181,1998-09-06,1998-09-07
181,1997-06-23,1997-07-17
216,1999-03-24,1999-04-12
309,1997-01-06,1997-01-25
885,1997-09-23,1997-10-21
60,1996-06-09,1996-07-03
811,1997-07-26,1997-08-22
336,1998-02-19,1998-02-26
736,1997-12-26,1998-01-20
882,1999-11-30,1999-12-16
43,1997-08-02,1997-08-04
891,1998-02-25,1998-02-28
846,1998-10-06,1998-10-25
419,1998-03-31,1998-04-19
204,1997-01-18,1997-01-30
601,1997-11-26,1997-12-23
174,2000-01-27,2000-02-01
237,1998-03-23,1998-04-08
25,1998-01-30,1998-02-06
103,1999-05-25,1999-06-13
27,1997-01-25,1997-02-14
910,1996-05-17,1996-05-26
208,1999-08-30,1999-09-13
582,1999-04-01,1999-05-01
731,1998-09-03,1998-09-06
665,1998-05-12,1998-05-23
289,1998-02-21,1998-03-19
245,1999-05-30,1999-05-31
97,1997-11-14,1997-12-10
350,1998-12-11,1998-12-22
120,1996-12-05,1996-12-28
386,2000-01-31,2000-02-11
92,1997-02-09,1997-02-11
577,1996-08-24,1996-09-16
671,1999-03-04,1999-03-07
83,1999-01-20,1999-02-02
558,1998-03-21,1998-03-26
888,1997-11-28,1997-12-19
118,1996-07-28,1996-08-04
279,1996-03-26,1996-04-18
519,2000-01-27,2000-02-07
900,1996-07-23,1996-07-30
638,1997-04-16,1997-05-13
435,1997-01-17,1997-01-19
315,1996-10-24,1996-11-14
216,1997-12-31,1998-01-01
443,2000-02-01,2000-02-26
322,1999-10-26,1999-11-18
641,1998-12-07,1998-12-16
275,1999-07-19,1999-08-18
900,1996-10-04,1996-11-02
673,1995-12-20,1996-01-11
153,1995-11-07,1995-11-29
521,1999-07-02,1999-07-06
220,1996-02-27,1996-03-01
892,2000-06-22,2000-07-04
95,1998-04-30,1998-05-10
615,1996-03-23,1996-04-01
308,1997-05-10,1997-06-08
237,1999-04-29,1999-05-21
526,1996-06-23,1996-07-12
77,1997-02-26,1997-02-27
46,1999-12-04,1999-12-07
951,1995-11-03,1995-11-13
318,1998-10-27,1998-11-11
125,1997-10-15,1997-10-25
21,1996-03-15,1996-03-30
16,1998-08-29,1998-09-28
105,1996-05-28,1996-06-13
49,1996-04-30,1996-05-07
472,1999-01-24,1999-02-07
705,1996-02-25,1996-03-10
408,1996-07-29,1996-08-08
916,1997-12-10,1998-01-03
880,1997-05-22,1997-05-29
824,1997-08-02,1997-08-28
653,1997-10-23,1997-11-04
918,1995-09-25,1995-10-09
254,2000-01-13,2000-01-16
67,1999-12-14,1999-12-17
946,1998-02-05,1998-02-25
755,1997-01-12,1997-01-14
175,1997-08-19,1997-09-18
479,1998-07-10,1998-07-14
161,1998-04-03,1998-04-27
562,1996-04-03,1996-04-25
987,1999-12-12,1999-12-27
640,1997-08-11,1997-08-12
760,1996-07-30,1996-08-14
471,1996-05-15,1996-05-25
401,1998-10-31,1998-11-23
541,1998-10-27,1998-11-10
318,1998-05-14,1998-05-16
184,1997-01-03,1997-01-05
852,1996-10-18,1996-11-11
387,1997-09-05,1997-09-21
791,1998-03-07,1998-03-29
699,1997-02-10,1997-02-24
727,1997-11-28,1997-12-16
785,1996-10-20,1996-11-13
170,1999-07-19,1999-08-08
695,1999-10-08,1999-10-31
723,2000-05-19,2000-06-17
242,1999-02-04,1999-02-18
473,1999-06-19,1999-07-01
570,1995-12-20,1996-01-05
391,1998-10-17,1998-11-10
363,1996-11-11,1996-12-09
500,1997-12-04,1997-12-15
56,1996-05-13,1996-05-15
102,1997-10-23,1997-11-09
128,1998-05-14,1998-06-03
973,1995-10-05,1995-10-06
18,1999-01-07,1999-01-16
339,2000-04-28,2000-05-24
121,1997-01-25,1997-02-23
222,1999-11-12,1999-11-25
434,1999-03-24,1999-04-22
934,1997-07-03,1997-07-08
947,1998-04-12,1998-04-14
909,1999-11-21,1999-11-26
710,1999-01-23,1999-01-24
271,1999-07-12,1999-08-07
955,1999-04-25,1999-05-09
844,1999-01-21,1999-02-07
119,1997-01-17,1997-01-22
410,1999-12-11,2017-12-29
490,1997-05-09,1997-05-22
625,1995-09-30,1995-10-11
740,1996-06-28,1996-07-16
986,1997-09-01,1997-09-17
547,1999-10-22,2017-12-29
584,1998-07-22,1998-08-11
64,2000-03-20,2000-03-27
557,1997-12-21,1998-01-11
550,1998-10-30,1998-11-12
588,1997-11-24,1997-12-22
136,1998-05-09,1998-05-12
965,1995-10-30,1995-11-15
651,1996-03-10,1996-03-24
750,1996-08-18,1996-09-07
684,1998-03-07,1998-04-03
787,1995-08-21,1995-09-12
1,1997-07-24,1997-07-28
362,2000-08-15,2017-12-30
798,1999-10-02,1999-10-17
743,1997-04-14,1997-04-27
10,2000-02-03,2000-02-05
637,1996-10-29,1996-11-08
433,1996-10-01,1996-10-29
201,1999-09-14,1999-09-16
38,1999-01-08,1999-01-15
591,1996-08-10,1996-08-13
938,1997-02-17,1997-02-19
447,1997-10-21,1997-10-27
286,1999-10-05,1999-11-02
21,2000-08-13,2000-08-19
599,1999-06-07,1999-06-10
913,1997-12-31,1998-01-14
280,1998-04-14,1998-04-27
96,1996-09-26,1996-10-09
744,2000-03-03,2000-03-15
16,1999-02-23,1999-03-20
266,2000-03-02,2000-03-31
2,1999-05-10,1999-05-28
336,1999-10-25,1999-11-03
68,1997-03-07,1997-03-12
22,1999-06-05,1999-06-12
118,1997-12-09,1997-12-24
177,1997-02-28,1997-03-27
645,2000-08-14,2000-08-28
781,1998-08-07,1998-08-13
864,1996-10-08,1996-11-07
727,1996-10-18,1996-11-04
949,1997-11-19,1997-12-19
947,1999-06-03,1999-06-11
279,1997-01-01,1997-01-02
781,2000-05-04,2000-05-25
953,1999-10-13,1999-10-31
829,1996-11-12,1996-11-25
872,2000-03-10,2000-03-23
855,1999-05-24,1999-06-18
220,1998-04-21,1998-05-15
162,1999-04-30,1999-05-16
131,1996-12-25,1997-01-03
610,1995-12-31,1996-01-03
215,1999-10-27,1999-11-12
226,1998-04-08,1998-04-29
326,1999-06-08,2017-12-28
210,1997-01-27,1997-02-03
813,1998-11-21,1998-12-17
366,1999-11-02,1999-11-06
276,1996-05-26,1996-05-29
378,1997-07-02,1997-07-23
366,1997-09-17,1997-10-05
35,1999-03-17,1999-04-02
310,1997-05-28,1997-06-15
547,1999-06-14,1999-06-18
490,1997-04-13,1997-04-16
147,1997-12-22,1998-01-13
945,1996-05-20,1996-05-21
593,1998-02-09,1998-03-07
689,1996-03-16,1996-04-06
898,1999-01-13,1999-01-27
254,1999-12-26,2000-01-07
581,1997-01-21,1997-02-19
416,1998-08-30,1998-09-19
325,1997-08-20,1997-08-21
816,1997-05-11,1997-05-29
79,1998-09-23,1998-09-26
607,1999-06-14,1999-06-22
423,1998-02-23,1998-03-07
698,1999-02-04,1999-02-11
63,1998-12-21,1999-01-11
186,2000-07-22,2000-08-07
768,1995-12-03,1995-12-18
960,1997-08-18,1997-08-31
537,1997-01-17,1997-01-28
193,1997-06-13,1997-06-29
970,1997-06-03,1997-06-15
303,2000-04-09,2000-04-26
330,1997-05-24,1997-06-17
919,1999-03-31,1999-04-22
411,1995-11-27,1995-12-01
649,1997-01-01,1997-01-04
220,1996-03-24,1996-04-17
494,1997-06-17,1997-06-29
445,1997-07-06,1997-07-30
69,1997-03-03,1997-03-25
338,1999-02-19,1999-03-03
916,1996-06-02,1996-06-11
86,1999-07-29,1999-08-28
282,1997-10-21,1997-10-22
756,1999-03-25,1999-03-27
329,1997-09-19,1997-10-07
145,1997-02-09,1997-03-03
703,1996-07-18,1996-07-27
415,1996-07-23,1996-08-06
564,1998-01-13,1998-02-09
4,1997-07-10,1997-07-31
198,1996-10-30,1996-11-16
233,1998-07-27,1998-08-19
76,1999-06-20,1999-07-07
769,1998-11-15,1998-12-13
995,2000-07-07,2000-08-02
302,1999-03-15,1999-04-01
654,1998-11-05,1998-11-18
583,1996-08-12,1996-08-21
441,1997-01-28,1997-02-03
485,1999-08-15,1999-08-16
474,1996-07-05,1996-08-03
752,1997-02-13,1997-03-02
7,2000-02-17,2000-03-08
442,1995-05-06,1995-05-23
561,1998-01-09,1998-01-20
319,1999-09-22,1999-10-19
107,1998-04-24,1998-05-09
326,1996-08-18,1996-08-19
474,1998-12-14,1999-01-04
503,1999-09-10,1999-09-26
459,1996-07-01,1996-07-05
481,2000-03-30,2000-04-07
956,1996-05-01,1996-05-17
342,1998-03-12,1998-04-10
7,1997-01-28,1997-02-11
536,2000-05-20,2000-05-31
250,1999-08-15,1999-08-24
639,2000-09-22,2017-12-30
912,1996-11-29,1996-12-08
727,1997-08-31,1997-09-10
794,1996-09-26,1996-10-12
691,1999-06-09,1999-06-22
722,2000-06-10,2000-06-23
351,1997-08-16,1997-09-09
182,1996-10-08,1996-10-26
922,1998-10-17,1998-11-09
893,1999-11-25,1999-12-06
951,1999-12-24,2017-12-28
43,1996-05-08,1996-05-31
987,1997-12-19,1998-01-15
293,1999-02-04,1999-02-21
66,1996-01-22,1996-01-27
681,1996-03-26,1996-04-12
703,1995-10-27,1995-11-13
683,1999-01-04,1999-01-08
818,1997-06-23,1997-07-04
450,1995-11-19,1995-12-02
84,1997-07-30,1997-08-03
322,1998-09-27,1998-10-11
26,1999-01-05,1999-01-22
802,1998-02-14,1998-03-03
890,1999-08-11,1999-08-30
902,1996-11-26,1996-12-17
504,1999-09-26,1999-10-14
647,1998-01-29,1998-02-25
535,1998-10-20,1998-10-29
586,1999-09-16,1999-10-11
290,1996-11-22,1996-12-02
274,1995-09-16,1995-10-11
221,1999-04-14,1999-04-23
26,1997-08-31,1997-09-10
562,1998-04-27,1998-05-01
837,1999-09-26,1999-10-01
243,1996-08-16,1996-08-22
849,1997-05-15,1997-06-04
923,1999-12-20,1999-12-22
288,1996-01-21,1996-02-20
98,1997-07-05,1997-07-18
135,1996-04-23,1996-05-21
607,1998-08-30,1998-09-05
378,1999-04-02,1999-04-27
188,1998-04-03,1998-04-16
531,1997-12-19,1998-01-12
576,1998-01-17,1998-02-05
591,1995-09-06,1995-09-16
776,1997-09-06,1997-09-15
999,2000-02-22,2000-03-15
868,1999-05-22,1999-05-29
70,1999-03-21,1999-03-23
855,1996-12-16,1996-12-31
347,1997-02-05,1997-03-03
800,1999-02-11,1999-03-10
538,1997-02-03,1997-02-13
426,1996-10-25,1996-11-03
259,1999-04-09,1999-05-04
853,1997-09-14,1997-10-13
561,1997-03-03,1997-03-28
974,1997-07-30,1997-08-16
563,1997-01-13,1997-02-12
81,1997-04-20,1997-05-12
252,1998-06-12,1998-06-26
786,1999-01-22,1999-02-08
138,1997-04-09,1997-04-29
339,2000-03-14,2000-03-26
434,1996-04-17,1996-05-03
235,1996-08-23,1996-09-07
995,2000-06-23,2000-07-07
849,2000-02-18,2000-02-19
817,1996-01-14,1996-01-28
901,1999-01-25,1999-02-16
283,1999-11-04,1999-11-25
144,2000-08-12,2000-09-11
753,1999-08-16,2017-12-30
335,1997-03-11,1997-03-24
444,1997-04-23,1997-04-28
188,1998-08-26,1998-08-28
632,1998-09-30,1998-10-28
45,1996-09-02,1996-09-15
361,1995-11-18,1995-12-01
599,1997-12-20,1997-12-22
144,1997-05-13,1997-05-24
283,2000-01-30,2000-01-31
568,1997-12-01,1997-12-24
805,1997-02-22,1997-02-25
78,1997-12-02,1997-12-16
230,1996-07-16,1996-07-27
290,1996-09-24,1996-10-17
126,1997-10-03,1997-10-05
929,1997-01-21,1997-01-29
844,1999-11-20,1999-12-10
649,1998-09-30,1998-10-15
76,1995-07-29,1995-08-10
683,1998-07-05,1998-07-13
740,1998-09-24,1998-10-20
302,1996-05-22,1996-06-21
419,1999-10-09,1999-10-20
163,1999-09-06,1999-09-25
729,1998-09-29,1998-10-09
153,1996-02-15,1996-02-23
539,1995-09-26,1995-10-24
992,1997-02-07,1997-03-03
716,1997-10-22,1997-10-26
808,1996-07-22,1996-07-29
579,1997-04-21,1997-05-20
596,1997-08-16,1997-09-03
674,1996-09-24,1996-09-29
477,1997-10-09,1997-10-22
501,1996-04-03,1996-04-17
790,1996-01-17,1996-02-06
479,1996-05-09,1996-05-29
917,1998-01-04,1998-01-19
480,1998-09-16,1998-09-21
410,1995-09-03,1995-09-27
556,1997-06-28,1997-07-06
836,1996-08-19,1996-09-17
435,1998-02-24,1998-03-21
721,1999-06-20,1999-06-24
611,1997-04-17,1997-04-29
59,1996-04-23,1996-05-13
185,1998-09-12,1998-09-25
970,1999-12-03,1999-12-24
512,1999-03-08,1999-03-18
477,1999-01-29,1999-02-24
882,1999-11-03,1999-11-30
137,1999-09-22,1999-09-25
66,1998-09-02,1998-09-03
166,1998-05-29,1998-05-30
821,1999-08-06,1999-09-02
255,1996-04-08,1996-04-09
13,1996-12-03,1996-12-29
310,1997-06-29,1997-07-25
585,1997-03-11,1997-03-25
829,1999-03-26,1999-04-03
961,1996-05-13,1996-05-26
70,1998-07-31,1998-08-07
78,1995-09-17,1995-09-29
107,1998-07-14,1998-08-07
518,1998-08-23,1998-09-18
935,1997-07-30,1997-08-04
931,1996-03-06,1996-03-08
501,1998-05-26,1998-05-28
701,1999-11-23,1999-12-02
782,2000-07-23,2000-07-30
655,1997-12-25,1998-01-15
348,1995-12-03,1995-12-27
130,1996-04-10,1996-04-13
27,1997-12-30,1998-01-13
410,1998-12-04,1998-12-29
526,1997-11-22,1997-12-22
557,1998-08-30,1998-09-05
727,1997-01-07,1997-02-06
65,2000-03-31,2000-04-28
759,1998-01-02,1998-01-04
948,1997-04-20,1997-04-25
190,2000-09-27,2000-10-11
499,1996-07-29,1996-08-11
420,1999-02-26,1999-03-07
800,1999-03-10,1999-03-24
190,1998-03-12,1998-04-05
601,1997-10-17,1997-11-09
423,1996-05-16,1996-05-20
701,1996-01-07,1996-01-12
92,1998-12-31,1999-01-06
877,1998-09-29,1998-10-19
961,1998-08-18,1998-08-20
910,1998-01-25,1998-02-04
288,1996-09-27,1996-09-29
338,1996-02-19,1996-03-03
162,1999-05-16,1999-05-30
715,1996-09-24,1996-09-28
820,1998-07-28,1998-08-07
321,1998-08-22,1998-09-03
248,1996-07-13,1996-08-04
650,1999-12-14,2000-01-07
926,1999-07-10,1999-07-22
607,1997-09-02,1997-09-26
692,1999-12-14,2017-12-29
347,1998-07-22,1998-08-02
761,1997-03-17,1997-03-20
543,1999-01-13,1999-01-15
857,1995-10-20,1995-11-19
18,1999-05-08,1999-05-28
667,1998-02-26,1998-03-15
466,1998-01-07,1998-02-02
383,1995-09-17,1995-09-28
49,2000-04-13,2000-04-18
601,1999-09-12,1999-09-15
950,1997-11-23,1997-12-13
32,1996-07-03,1996-07-22
676,1996-06-24,1996-07-14
556,1996-10-11,1996-10-19
438,1998-09-23,1998-10-18
200,1997-09-12,1997-10-12
19,1998-11-30,1998-12-26
799,2000-04-25,2000-05-19
221,1996-05-14,1996-05-22
584,1995-07-26,1995-08-18
632,1996-11-11,1996-11-16
342,1998-12-26,1999-01-19
343,1997-07-11,1997-07-21
713,1999-09-08,1999-10-06
396,1997-10-18,1997-11-07
105,1998-08-10,1998-09-08
903,1998-01-14,1998-01-16
